,$Z_{A'}$,$X_2$,"$X_1, X_2$","$X_1, Z_{A'}$","$X_2, Z_A$","$X_2, Z_{A'}$","$X_1, X_2,$
$Z_A$","$X_1, X_2,$
$Z_{A'}$","$X_1, X_2,$
$Z_{A'}, Z_A$",Random
63,0.052192110328828534,0.05087985034891629,0.10232452468689779,0.14081294140685108,0.1779400244517899,0.05320573713230292,0.12123123576311423,0.10695841305050235,0.14302855100236656,0.03241103366414411
64,0.22019533882773512,0.19761447109362074,0.03928272369286123,0.034638755831998935,0.05673388470859697,0.18555601533647614,0.046084933980723,0.03392795972871454,0.03745618394343664,0.15356583981683603
65,0.09077390355182668,0.12672309582368824,0.03213302513152483,0.03759299591146581,0.057383170548171325,0.09380407465362506,0.039468541754998476,0.029642172724753557,0.033092229958629815,0.06963977374160102
66,0.1683865645476046,0.21882242424634635,0.3563903581049406,0.33263202503972034,0.4311843077921651,0.21335846416929405,0.3890388540886942,0.3219454541451956,0.3518147740435511,0.14666762637674857
67,2.4281991184600047,2.479703511795205,3.0312483979972287,2.9663578312548227,3.9791595841905427,2.488343376392507,3.652527718876545,3.170719624220978,3.6865752587110476,2.1418655602218237
68,1.137748575435924,1.1816704292330034,1.5705992849969026,1.5307547602770395,2.4486709948138117,1.1455895338623292,1.9524404263751576,1.5257719764959976,1.9385168382891917,0.9916120353766846
69,0.07406048489097472,0.08153255524409309,0.14269766023733466,0.14143172630455592,0.1290822290292155,0.07543741282849714,0.13151472734575398,0.14557678900024928,0.15720104693691184,0.049630633598729545
70,0.13115074593223053,0.14936033452642716,0.41319543572402884,0.43331330505701837,0.7320083019272223,0.13581880089625642,0.4991893018570628,0.4469217551763447,0.6063974567367647,0.19005921538210835
71,1.1993997890542811,1.2043338085482227,0.5107417239266479,0.5820886518827346,0.5868612521997694,1.2650809837397596,0.5910834471489399,0.5736167285654972,0.5072326867640227,1.048536486234184
72,0.1077615388655353,0.09815134967049,0.051373427552090956,0.06059922044258714,0.3517927688819342,0.09236968461324846,0.30567271832965526,0.053583307061359164,0.29154432055914103,0.06990522145836753
73,1.2701308587963847,1.276545608299462,2.107608802916163,1.8263633130097654,2.7387824119415143,1.3366969827618336,2.430898168492538,2.0765067131724178,2.4774518347623564,1.1059148946218116
74,3.807201412823214,3.732312706533665,4.555467445124021,4.1958194445849255,7.055900224164817,3.8388670808920233,6.125176039512359,4.509077381432951,6.199077528007594,3.4389330649344405
75,0.20017902760435602,0.21747342535188352,0.05277378852539272,0.04735920850781117,0.06907488384231719,0.23940441377323918,0.050366014529427794,0.06576276199712794,0.05470134812420291,0.17196850453658552
76,1.5217447375990734,1.718361495874607,2.254532447567147,2.108051317437445,3.1446055024791875,1.6281427615698907,2.677383904548701,2.2757070136989803,2.5659929332263953,1.289724196034161
77,0.729987844422511,0.6982683097285061,1.3723462889687297,1.4747609049244415,1.97727001929854,0.7072089292592931,1.5868506667551712,1.3899849386909282,1.7395562988242395,0.5225951264585262
78,0.48150825344226567,0.5214549333459231,0.10687334130011195,0.11724016106842594,0.9369566069841726,0.4821943307072605,0.13209546873492606,0.1598137985639303,0.1215323549710483,0.41526836359786934
79,0.6339789682567369,0.6936917089219445,1.154644020817364,1.1162357640436915,1.5358131492450893,0.599512567601109,1.295652528367305,1.0990154393305671,1.3406219449717023,0.6264290074215637
80,0.8440195458239903,0.9364456561002106,1.6545424909776179,1.4802553638443463,2.6822041303691657,0.8130580860109871,2.041295299570441,1.6143891973487028,2.2544828695510777,0.7298116390187648
81,0.21880863415011964,0.20485451694871992,0.05353473006693443,0.05939404964302364,0.0864931350363447,0.19464562387407858,0.06737329966551764,0.04881297552634978,0.07093293816630108,0.15879451063192462
82,3.161012818995144,3.1610061056367984,4.501865406736295,4.197335282348064,5.484763226726703,3.1157372973273296,5.078749647714238,4.530585259030978,5.249691859771593,2.7663682049064864
83,0.5050975048331354,0.5531783152527923,0.207963285158284,0.2239127908343579,0.22607893635205212,0.534172852948319,0.17733450395924955,0.20560111232627776,0.2838591735094016,0.41251804969424377
84,0.11963542659254767,0.12803990843447366,0.21741319354114896,0.25748978552792323,0.2748094306074873,0.11972912080607134,0.2484936432822229,0.24174101549073912,0.30881930717383455,0.09148188500630194
85,0.08663007954972946,0.08004463387976779,0.3601930380493208,0.3895975429059346,0.5601287002459125,0.08106936857023372,0.3377744184648779,0.32256413802940465,0.42145512665206564,0.06533140311386454
86,1.527769298597439,1.5989662337263146,2.36928010748594,2.2517152254958157,3.2081676449701377,1.6040591024687751,2.644186054475046,2.2735783664089526,2.6660271533195172,1.2614310185455508
87,0.0799581630827646,0.11016690758775205,0.06719088020973851,0.06800154035898176,0.13546718771094035,0.10800180773429569,0.09774934729834417,0.0856354995148525,0.1017699237555405,0.06298932653427602
88,1.5462646498120876,1.54442604935093,2.3236816885904314,2.122777471819459,3.3104188283641847,1.6091995844333224,3.1341933959256574,2.3133446582090214,2.956965332759677,1.378266241964715
89,0.20558272629310226,0.24910198941408446,0.4359198069795105,0.43595014138605315,0.5191037060964843,0.2678159166034755,0.46827193788401456,0.42373701810218023,0.4990581693670215,0.23068187115146088
90,0.8881460667287815,0.8626581883782141,1.3765247333942119,1.3614586834892437,2.0370393316162483,0.8798251521501617,1.6445600215581124,1.309444107958861,1.6040354946311188,0.765475633450813
91,0.060844250338855765,0.08686674346119849,0.08415892768739663,0.06496787460667708,0.13905795189595427,0.08238123923325213,0.09643878337640377,0.07340514374905105,0.10847175597135994,0.06895452245028988
92,0.37968270023757444,0.35074473012565965,0.6983429277034983,0.5605639905233026,0.8692430232742971,0.256069422447041,0.7550488905867874,0.6204831046796446,0.7926492151498108,0.22536182526689608
93,4.465510904440419,4.627429178555959,5.509612565491807,5.575849436122775,8.130128306043845,4.533460090622656,7.888508580372918,5.562793479056088,7.960222890575167,3.7718806054294856
94,1.5030339893536029,1.4692493763779657,0.650162750752008,0.6069208920111029,0.7877848177463891,1.4846650341936654,0.7654936296367656,0.7353317106070398,0.7477778691587957,1.2589182207860086
95,0.8046766426670686,0.8579526442395027,0.28771465362118587,0.2985440371798638,0.29807092777845634,0.7438270251751593,0.3068532722246373,0.27079705161216205,0.2993381865946141,0.6271964199292519
