,Random,Full,Unaware,ICF Fair
0,0.2049136978572932,0.48375638621672756,0.20866267528039195,0.2542563005204619
1,0.14966297127398098,0.40078707637903443,0.184361266368537,0.2289452405754453
2,0.16228315555493733,-0.8882023853614199,0.18247844256920898,0.23212001261004
3,0.2013850270064279,0.4483425440814841,0.20864807353860382,0.23762631395213085
4,0.16427638407511225,0.4227903824099952,0.18179820784089062,0.233414383599293
5,0.38272332251894414,1.681487731020777,0.213702348878529,0.3273495727834772
6,0.3184484592415917,1.2073951756682417,0.21190269237692694,0.23746261926343393
7,0.2851990595947351,1.7428509133322743,0.2064965591056176,0.24845804022164963
8,0.17598413288819348,0.45706116217612935,0.17993145655870935,0.24461535661018874
9,0.2323899485522003,0.44328704911640004,0.1991549872087537,0.29664390120471396
10,0.1867540738439022,0.40770222219088037,0.19659966189272993,0.29867947627750957
11,0.19356516458552653,0.4381139101466536,0.201824218948641,0.29878988136806073
12,0.1789742175521738,0.41028883414316075,0.1638665632750136,0.25135765911468466
13,0.1924709300468641,0.3986053505284588,0.17463416248174113,0.204261482773205
14,0.17884246068962817,0.4114282402742957,0.18516883718085198,0.2673439677451759
15,0.21039273496568578,0.3981929934702677,0.19081632399550186,0.27212199137811255
16,0.24673628212745147,0.44605369489358493,0.1924648292158675,0.28661903878640427
17,0.21934966429370517,0.4918767223892646,0.21112258223295766,0.2899299879730004
18,0.19594271088441806,0.4677063996583213,0.20510922797987519,0.25815646658895
19,0.21421069796656944,0.4037934822051521,0.1889256600589566,0.2879405492439535
20,0.21743742696532697,1.5486411134074878,0.1726490445639388,0.20338773490883288
21,0.2231845289954757,0.41396957444041815,0.1930227435329932,0.2992802273969093
22,0.21416416298112217,0.44598459372258126,0.1930685328229378,0.28495689497364407
23,0.20036403982409112,1.3818607856592895,0.22469472876015772,0.2570971881901343
24,0.18346590824140607,0.480981325440055,0.20330465818035193,0.2887776281938721
25,0.26138962265894006,-0.8864404695424086,0.22435865305465352,0.27746378509040737
26,0.1970973224198671,1.4385432063561858,0.2092005462643982,0.28138110283609863
27,0.16700781057537295,0.38925796708808,0.17566611973988477,0.22378834258814728
28,0.24732154802762008,-0.8796838977632365,0.2330688586844436,0.2610218623135292
29,0.1880655574752672,1.3600784597809394,0.22881113617294768,0.23563950686412705
30,0.24756688555496753,1.3795930424228935,0.2625336986615199,0.2671166959927893
31,0.2763266788901899,0.4506881926902122,0.22811469926231953,0.3058029721056872
32,0.2361997052075746,1.2990127981122563,0.2173494437445247,0.2499254466662595
33,0.18940398647833456,0.41126437478495825,0.20905330089501883,0.2910577500497491
34,0.2205213624976201,0.47006915550694295,0.22382617843442598,0.2521073410013748
35,0.1306266655897197,0.4278104594855905,0.17872718876710714,0.2357690776650343
36,0.18337112254423538,0.43991711327217287,0.19054747115759518,0.2582161552760036
37,0.2459199971035222,0.4638938525261658,0.2140855085325275,0.2863786475272887
38,0.21067730310889,0.4624894811390108,0.19920844995405051,0.2883146044434026
