,A,group,Observed Y,distance,model,run_number
226,0,"$A=0,\hat{Y} > 0$",$\hat{Y} > 0$,0.007303079402127821,Random,6
227,1,"$A=1,\hat{Y} > 0$",$\hat{Y} > 0$,0.03398076551780438,Random,6
228,0,"$A=0,\hat{Y} \leq 0$",$\hat{Y} \leq 0$,0.015234208811777172,Random,7
229,1,"$A=1,\hat{Y} \leq 0$",$\hat{Y} \leq 0$,0.026528325150750653,Random,7
230,0,"$A=0,\hat{Y} > 0$",$\hat{Y} > 0$,0.01075901773778476,Random,7
231,1,"$A=1,\hat{Y} > 0$",$\hat{Y} > 0$,0.03096946243995813,Random,7
232,0,"$A=0,\hat{Y} \leq 0$",$\hat{Y} \leq 0$,0.015220241173406812,Random,8
233,1,"$A=1,\hat{Y} \leq 0$",$\hat{Y} \leq 0$,0.018181811727368213,Random,8
234,0,"$A=0,\hat{Y} > 0$",$\hat{Y} > 0$,0.011453027594779286,Random,8
235,1,"$A=1,\hat{Y} > 0$",$\hat{Y} > 0$,0.0376293099881444,Random,8
236,0,"$A=0,\hat{Y} \leq 0$",$\hat{Y} \leq 0$,0.012626325330110433,Random,9
237,1,"$A=1,\hat{Y} \leq 0$",$\hat{Y} \leq 0$,0.023638953837534338,Random,9
238,0,"$A=0,\hat{Y} > 0$",$\hat{Y} > 0$,0.009726715737268243,Random,9
239,1,"$A=1,\hat{Y} > 0$",$\hat{Y} > 0$,0.008830860516471972,Random,9
